Fecha,Tipo Consulta,VENTAS,CANT_VENTAS
2025-09-17,Adultos,2519000,38
2025-09-17,Infantil,4326000,69
2025-09-17,Teleconsulta,2043000,33
2025-09-22,Infantil,4185000,66
2025-09-22,Teleconsulta,4506000,66
2025-09-22,Adultos,6339000,99
2025-09-23,Adultos,7622000,118
2025-09-23,Infantil,7636000,128
2025-09-23,Teleconsulta,5612000,87
2025-09-24,Adultos,5500000,89
2025-09-24,Teleconsulta,2637000,45
2025-09-24,Infantil,5929000,101
2025-09-25,Adultos,7170000,116
2025-09-25,Infantil,7907000,125
2025-09-25,Teleconsulta,4268000,70
2025-09-26,Adultos,4819000,83
2025-09-26,Infantil,5109000,95
2025-09-26,Teleconsulta,3019000,46
2025-09-27,Infantil,3921000,78
2025-09-27,Adultos,3520000,71
2025-09-27,Teleconsulta,2806000,45
2025-09-29,Adultos,6433000,104
2025-09-29,Infantil,5474000,84
2025-09-29,Teleconsulta,4419000,69
2025-09-30,Adultos,8982000,142
2025-09-30,Infantil,8439000,144
2025-09-30,Teleconsulta,4442000,71
2025-10-01,Adultos,6932000,111
2025-10-01,Infantil,6506000,112
2025-10-01,Teleconsulta,3448000,55
2025-10-02,Infantil,8240000,128
2025-10-02,Teleconsulta,5962000,95
2025-10-02,Adultos,6529000,112
2025-10-03,Teleconsulta,2472000,42
2025-10-03,Infantil,3541000,68
2025-10-03,Adultos,5151000,85
2025-10-04,Teleconsulta,2218000,36
2025-10-04,Infantil,3152000,59
2025-10-04,Adultos,3660000,70
2025-10-06,Adultos,8088000,125
2025-10-06,Infantil,4789000,76
2025-10-06,Teleconsulta,4561000,69
2025-10-07,Infantil,7882000,136
2025-10-07,Teleconsulta,6079000,93
2025-10-07,Adultos,10446000,159
2025-10-08,Infantil,5741000,99
2025-10-08,Teleconsulta,3447000,54
2025-10-08,Adultos,7683000,121
2025-10-09,Teleconsulta,4721000,72
2025-10-09,Infantil,8328000,135
2025-10-09,Adultos,8961000,152
2025-10-10,Teleconsulta,3595000,60
2025-10-10,Adultos,4654000,77
2025-10-10,Infantil,3290000,66
2025-10-11,Teleconsulta,2068000,35
2025-10-11,Infantil,2704000,51
2025-10-11,Adultos,2555000,52
2025-10-13,Teleconsulta,4771000,73
2025-10-13,Infantil,5658000,87
2025-10-13,Adultos,7026000,111
2025-10-14,Adultos,10248000,152
2025-10-14,Infantil,5856000,108
2025-10-14,Teleconsulta,4530000,73
2025-10-15,Infantil,5363000,96
2025-10-15,Teleconsulta,3247000,52
2025-10-15,Adultos,8157000,127
2025-10-16,Infantil,6411000,104
2025-10-16,Teleconsulta,4676000,75
2025-10-16,Adultos,8309000,135
2025-10-17,Adultos,5825000,98
2025-10-17,Infantil,3820000,78
2025-10-17,Teleconsulta,3606000,57
2025-10-18,Teleconsulta,2012000,32
2025-10-18,Adultos,2641000,52
2025-10-18,Infantil,2179000,49
2025-10-20,Adultos,7942000,123
2025-10-20,Infantil,5170000,84
2025-10-20,Teleconsulta,3975000,62
2025-10-21,Adultos,7636000,119
2025-10-21,Infantil,5329000,91
2025-10-21,Teleconsulta,5201000,82
2025-10-22,Adultos,5970000,97
2025-10-22,Infantil,6486000,102
2025-10-22,Teleconsulta,2207000,37
2025-10-23,Teleconsulta,4078000,67
2025-10-23,Adultos,6594000,115
2025-10-23,Infantil,6632000,113
2025-10-24,Infantil,3166000,63
2025-10-24,Teleconsulta,2632000,44
2025-10-24,Adultos,3365000,58
2025-10-25,Adultos,2812000,53
2025-10-25,Infantil,2211000,46
2025-10-25,Teleconsulta,1804000,28
2025-10-27,Teleconsulta,4544000,68
2025-10-27,Adultos,8075000,122
2025-10-27,Infantil,4577000,72
2025-10-28,Adultos,9301000,146
2025-10-28,Infantil,6911000,117
2025-10-28,Teleconsulta,4384000,72
2025-10-29,Adultos,7632000,119
2025-10-29,Infantil,5757000,104
2025-10-29,Teleconsulta,2886000,45
2025-10-30,Adultos,6836000,116
2025-10-30,Infantil,7133000,116
2025-10-30,Teleconsulta,3849000,61
2025-11-03,Teleconsulta,3948000,62
2025-11-03,Adultos,5877000,91
2025-11-03,Infantil,4634000,69
2025-11-04,Adultos,9185000,144
2025-11-04,Infantil,7295000,125
2025-11-04,Teleconsulta,4142000,66
2025-11-05,Adultos,9005000,135
2025-11-05,Infantil,6144000,105
2025-11-05,Teleconsulta,2981000,51
2025-11-06,Adultos,8625000,146
2025-11-06,Teleconsulta,5263000,81
2025-11-06,Infantil,5474000,89
2025-11-07,Infantil,3239000,64
2025-11-07,Teleconsulta,3548000,58
2025-11-07,Adultos,5845000,93
2025-11-08,Adultos,3312000,63
2025-11-08,Infantil,3307000,61
2025-11-08,Teleconsulta,2591000,38
2025-11-10,Infantil,5285000,82
2025-11-10,Teleconsulta,3540000,57
2025-11-10,Adultos,7171000,110
2025-11-11,Infantil,7430000,125
2025-11-11,Adultos,7941000,134
2025-11-11,Teleconsulta,4476000,71
2025-11-12,Adultos,6030000,100
2025-11-12,Infantil,5323000,93
2025-11-12,Teleconsulta,2533000,41
2025-11-13,Adultos,7143000,119
2025-11-13,Infantil,7863000,129
2025-11-13,Teleconsulta,4016000,68
2025-11-14,Adultos,5272000,86
2025-11-14,Teleconsulta,3470000,53
2025-11-14,Infantil,4307000,82
2025-11-15,Teleconsulta,1733000,30
2025-11-15,Infantil,3269000,64
2025-11-15,Adultos,2427000,49
2025-11-17,Adultos,7081000,109
2025-11-17,Infantil,5032000,78
2025-11-17,Teleconsulta,4835000,76
2025-11-18,Infantil,6829000,118
2025-11-18,Teleconsulta,3724000,62
2025-11-18,Adultos,8651000,135
2025-11-19,Infantil,4611000,76
2025-11-19,Teleconsulta,2744000,47
2025-11-19,Adultos,7045000,111
2025-11-20,Adultos,7572000,130
2025-11-20,Infantil,5980000,100
2025-11-20,Teleconsulta,4801000,75
2025-11-21,Teleconsulta,2471000,39
2025-11-21,Infantil,2538000,50
2025-11-21,Adultos,5235000,88
2025-11-22,Teleconsulta,1439000,24
2025-11-22,Adultos,2654000,53
2025-11-22,Infantil,2153000,46
2025-11-24,Teleconsulta,3454000,51
2025-11-24,Infantil,4454000,73
2025-11-24,Adultos,6531000,101
2025-11-25,Infantil,5918000,100
2025-11-25,Teleconsulta,4671000,76
2025-11-25,Adultos,9198000,147
2025-11-26,Infantil,5515000,90
2025-11-26,Teleconsulta,2378000,41
2025-11-26,Adultos,6908000,110
2025-11-27,Adultos,8111000,139
2025-11-27,Infantil,6754000,109
2025-11-27,Teleconsulta,3701000,57
2025-11-28,Adultos,4581000,79
2025-11-28,Infantil,3910000,71
2025-11-28,Teleconsulta,2870000,46
2025-11-29,Adultos,2718000,55
2025-11-29,Infantil,1898000,38
2025-11-29,Teleconsulta,1436000,23
2025-12-01,Adultos,6714000,100
2025-12-01,Teleconsulta,4215000,66
2025-12-01,Infantil,4337000,66
2025-12-02,Teleconsulta,4403000,70
2025-12-02,Infantil,5033000,90
2025-12-02,Adultos,8001000,127
2025-12-03,Adultos,7792000,121
2025-12-03,Infantil,4230000,72
2025-12-03,Teleconsulta,2664000,44
2025-12-04,Infantil,6101000,102
2025-12-04,Teleconsulta,5326000,81
2025-12-04,Adultos,7037000,121
2025-12-05,Infantil,3069000,62
2025-12-05,Teleconsulta,2510000,40
2025-12-05,Adultos,4911000,85
2025-12-06,Adultos,2749000,56
2025-12-06,Infantil,2331000,46
2025-12-06,Teleconsulta,1760000,27
2025-12-09,Teleconsulta,3964000,64
2025-12-09,Infantil,4796000,86
2025-12-09,Adultos,7896000,125
2025-12-10,Teleconsulta,2288000,39
2025-12-10,Adultos,6728000,104
2025-12-10,Infantil,4959000,82
2025-12-11,Infantil,4835000,82
2025-12-11,Teleconsulta,5310000,83
2025-12-11,Adultos,7195000,119
2025-12-12,Adultos,5295000,86
2025-12-12,Teleconsulta,2054000,29
2025-12-12,Infantil,3624000,65
2025-12-13,Teleconsulta,1370000,23
2025-12-13,Infantil,2682000,50
2025-12-13,Adultos,2578000,50
2025-12-15,Adultos,7370000,112
2025-12-15,Infantil,3653000,55
2025-12-15,Teleconsulta,3666000,60
2025-12-16,Infantil,6524000,110
2025-12-16,Teleconsulta,3957000,64
2025-12-16,Adultos,8106000,131
2025-12-17,Teleconsulta,2546000,40
2025-12-17,Infantil,3364000,56
2025-12-17,Adultos,7944000,126
2025-12-18,Adultos,7876000,131
2025-12-18,Infantil,5941000,100
2025-12-18,Teleconsulta,3994000,62
2025-12-19,Teleconsulta,2724000,47
2025-12-19,Adultos,4623000,75
2025-12-19,Infantil,4378000,74
2025-12-20,Adultos,2401000,46
2025-12-20,Teleconsulta,2043000,31
2025-12-20,Infantil,2815000,55
2025-12-22,Adultos,6652000,98
2025-12-22,Infantil,4459000,68
2025-12-22,Teleconsulta,3868000,58
2025-12-23,Adultos,7768000,119
2025-12-23,Infantil,4668000,75
2025-12-23,Teleconsulta,4334000,74
2025-12-24,Infantil,890000,14
2025-12-24,Adultos,1601000,26
2025-12-24,Teleconsulta,1318000,22
2025-12-26,Adultos,4067000,74
2025-12-26,Infantil,2865000,59
2025-12-26,Teleconsulta,3004000,46
2025-12-27,Adultos,1954000,39
2025-12-27,Infantil,1597000,33
2025-12-27,Teleconsulta,1036000,15
2025-12-29,Adultos,6215000,95
2025-12-29,Infantil,2544000,43
2025-12-29,Teleconsulta,4948000,77
2025-12-30,Adultos,6407000,102
2025-12-30,Infantil,6334000,107
2025-12-30,Teleconsulta,4120000,68
2025-12-31,Adultos,2625000,40
2025-12-31,Infantil,916000,15
2025-12-31,Teleconsulta,783000,14
2026-01-02,Adultos,3204000,51
2026-01-02,Infantil,2813000,55
2026-01-02,Teleconsulta,2178000,34
2026-01-03,Infantil,1401000,29
2026-01-03,Adultos,1204000,29
2026-01-03,Teleconsulta,1166000,19
2026-01-05,Adultos,6288000,96
2026-01-05,Infantil,4447000,62
2026-01-05,Teleconsulta,3826000,58
2026-01-06,Adultos,7452000,119
2026-01-06,Infantil,5814000,97
2026-01-06,Teleconsulta,4585000,74
2026-01-07,Adultos,6898000,104
2026-01-07,Teleconsulta,2915000,44
2026-01-07,Infantil,4791000,75
2026-01-08,Teleconsulta,4898000,75
2026-01-08,Infantil,5037000,77
2026-01-08,Adultos,6346000,107
2026-01-09,Adultos,3264000,56
2026-01-09,Infantil,3577000,68
2026-01-09,Teleconsulta,3130000,46
2026-01-10,Teleconsulta,1201000,18
2026-01-10,Infantil,1370000,30
2026-01-10,Adultos,1349000,31
2026-01-12,Infantil,3237000,50
2026-01-12,Teleconsulta,3317000,49
2026-01-12,Adultos,6051000,92
2026-01-13,Adultos,7718000,122
2026-01-13,Infantil,4989000,90
2026-01-13,Teleconsulta,5294000,79
2026-01-14,Teleconsulta,2842000,45
2026-01-14,Adultos,5690000,85
2026-01-14,Infantil,3915000,62
2026-01-15,Teleconsulta,3462000,53
2026-01-15,Adultos,7295000,115
2026-01-15,Infantil,7099000,105
2026-01-16,Infantil,4322000,82
2026-01-16,Teleconsulta,2887000,43
2026-01-16,Adultos,3768000,61
2026-01-17,Adultos,2774000,49
2026-01-17,Teleconsulta,2100000,34
2026-01-17,Infantil,2440000,48
2026-01-19,Adultos,6632000,102
2026-01-19,Infantil,4383000,66
2026-01-19,Teleconsulta,2822000,41
2026-01-20,Adultos,6538000,109
2026-01-20,Infantil,4754000,82
2026-01-20,Teleconsulta,4582000,72
2026-01-21,Adultos,7145000,107
2026-01-21,Infantil,4098000,72
2026-01-21,Teleconsulta,2894000,48
2026-01-22,Adultos,7097000,120
2026-01-22,Infantil,4685000,71
2026-01-22,Teleconsulta,3785000,58
2026-01-23,Adultos,3778000,57
2026-01-23,Infantil,3247000,65
2026-01-23,Teleconsulta,2549000,39
2026-01-24,Teleconsulta,1851000,28
2026-01-24,Adultos,2428000,48
2026-01-24,Infantil,1453000,30
2026-01-26,Teleconsulta,3351000,50
2026-01-26,Adultos,7178000,106
2026-01-26,Infantil,2922000,41
2026-01-27,Infantil,4680000,77
2026-01-27,Adultos,6689000,108
2026-01-27,Teleconsulta,5071000,78
2026-01-28,Infantil,5272000,90
2026-01-28,Adultos,5018000,78
2026-01-28,Teleconsulta,2927000,46
2026-01-29,Infantil,3416000,50
2026-01-29,Adultos,6730000,108
2026-01-29,Teleconsulta,3936000,61
2026-01-30,Teleconsulta,2771000,43
2026-01-30,Infantil,4566000,81
2026-01-30,Adultos,3805000,67
2026-01-31,Infantil,1184000,25
2026-01-31,Adultos,1609000,32
2026-01-31,Teleconsulta,1740000,26
2026-02-02,Adultos,6263000,90
2026-02-02,Infantil,2941000,40
2026-02-02,Teleconsulta,3003000,45
2026-02-03,Teleconsulta,3371000,50
2026-02-03,Infantil,4395000,67
2026-02-03,Adultos,6154000,95
2026-02-04,Adultos,7272000,105
2026-02-04,Infantil,3530000,54
2026-02-04,Teleconsulta,2944000,44
2026-02-05,Adultos,5289000,82
2026-02-05,Infantil,3156000,41
2026-02-05,Teleconsulta,3369000,48
2026-02-06,Infantil,2921000,58
2026-02-06,Teleconsulta,2472000,39
2026-02-06,Adultos,3271000,50
2026-02-07,Adultos,1494000,29
2026-02-07,Infantil,1075000,25
2026-02-07,Teleconsulta,1286000,23
2026-02-08,Teleconsulta,181000,4
2026-02-09,Teleconsulta,2804000,42
2026-02-09,Adultos,7229000,102
2026-02-09,Infantil,2350000,35
2026-02-10,Infantil,3178000,54
2026-02-10,Teleconsulta,2393000,37
2026-02-10,Adultos,6175000,92
2026-02-11,Adultos,5742000,86
2026-02-11,Infantil,1562000,27
2026-02-11,Teleconsulta,1870000,31
2026-02-12,Adultos,4015000,67
2026-02-12,Infantil,3516000,55
2026-02-12,Teleconsulta,3036000,42
2026-02-13,Teleconsulta,1696000,25
2026-02-13,Infantil,2242000,46
2026-02-13,Adultos,2220000,36
2026-02-14,Adultos,1402000,23
2026-02-14,Infantil,717000,15
2026-02-14,Teleconsulta,1907000,28
2026-02-16,Adultos,5879000,87
2026-02-16,Infantil,2291000,34
2026-02-16,Teleconsulta,3189000,48
2026-02-17,Infantil,5003000,81
2026-02-17,Teleconsulta,3049000,48
2026-02-17,Adultos,6315000,95
2026-02-18,Infantil,3271000,57
2026-02-18,Teleconsulta,2645000,40
2026-02-18,Adultos,4505000,67
2026-02-19,Teleconsulta,2914000,46
2026-02-19,Adultos,4328000,79
2026-02-19,Infantil,4671000,71
2026-02-20,Adultos,3976000,68
2026-02-20,Infantil,3043000,60
2026-02-20,Teleconsulta,2253000,34
2026-02-21,Adultos,1746000,33
2026-02-21,Infantil,1284000,26
2026-02-21,Teleconsulta,910000,13
2026-02-23,Infantil,3694000,57
2026-02-23,Teleconsulta,4239000,60
2026-02-23,Adultos,4897000,80
2026-02-24,Adultos,6732000,104
2026-02-24,Infantil,4938000,82
2026-02-24,Teleconsulta,3925000,55
2026-02-25,Adultos,6586000,94
2026-02-25,Infantil,4001000,64
2026-02-25,Teleconsulta,2949000,47
2026-02-26,Teleconsulta,4513000,63
2026-02-26,Adultos,6119000,102
2026-02-26,Infantil,5290000,81
2026-02-27,Teleconsulta,2604000,40
2026-02-27,Infantil,3602000,74
2026-02-27,Adultos,4963000,83
2026-02-28,Adultos,2526000,46
2026-02-28,Infantil,1992000,41
2026-02-28,Teleconsulta,1197000,18
2026-03-02,Adultos,4420000,70
2026-03-02,Infantil,3699000,52
2026-03-02,Teleconsulta,3527000,51
2026-03-03,Infantil,6517000,104
2026-03-03,Teleconsulta,4949000,79
2026-03-03,Adultos,7888000,127
2026-03-04,Adultos,6206000,102
2026-03-04,Infantil,4932000,77
2026-03-04,Teleconsulta,3206000,50
2026-03-05,Adultos,7037000,112
2026-03-05,Infantil,6061000,94
2026-03-05,Teleconsulta,4889000,74
2026-03-06,Teleconsulta,2406000,41
2026-03-06,Adultos,4636000,80
2026-03-06,Infantil,3904000,77
2026-03-07,Teleconsulta,1676000,24
2026-03-07,Infantil,2706000,57
2026-03-07,Adultos,3529000,66
2026-03-09,Adultos,7143000,109
2026-03-09,Infantil,3707000,53
2026-03-09,Teleconsulta,4457000,60
2026-03-10,Adultos,5420000,86
2026-03-10,Infantil,6299000,98
2026-03-10,Teleconsulta,3705000,58
2026-03-11,Infantil,6013000,90
2026-03-11,Teleconsulta,3332000,52
2026-03-11,Adultos,7713000,117
2026-03-12,Adultos,5119000,88
2026-03-12,Infantil,6631000,102
2026-03-12,Teleconsulta,3939000,58
2026-03-13,Adultos,5282000,85
2026-03-13,Infantil,4135000,79
2026-03-13,Teleconsulta,2557000,37
2026-03-14,Teleconsulta,1595000,23
2026-03-14,Adultos,2625000,50
2026-03-14,Infantil,3143000,59
2026-03-16,Teleconsulta,4646000,67
2026-03-16,Infantil,3782000,55
2026-03-16,Adultos,7122000,111
2026-03-17,Adultos,7460000,115
2026-03-17,Infantil,6555000,103
2026-03-17,Teleconsulta,4528000,71
2026-03-18,Adultos,7411000,113
2026-03-18,Infantil,6197000,98
2026-03-18,Teleconsulta,2597000,41
2026-03-19,Infantil,7181000,109
2026-03-19,Teleconsulta,3530000,54
2026-03-19,Adultos,6058000,96
2026-03-20,Adultos,5268000,90
2026-03-20,Infantil,4320000,82
2026-03-20,Teleconsulta,2556000,43
2026-03-21,Adultos,2452000,43
2026-03-21,Infantil,1921000,43
2026-03-21,Teleconsulta,1626000,28
2026-03-23,Teleconsulta,4130000,59
2026-03-23,Adultos,6647000,104
2026-03-23,Infantil,2834000,37
2026-03-24,Teleconsulta,4314000,65
2026-03-24,Adultos,6042000,93
2026-03-24,Infantil,6471000,105
2026-03-25,Adultos,4857000,77
2026-03-25,Infantil,6419000,104
2026-03-25,Teleconsulta,3185000,53
2026-03-26,Adultos,6189000,101
2026-03-26,Infantil,7011000,109
2026-03-26,Teleconsulta,3752000,56
2026-03-27,Infantil,3986000,80
2026-03-27,Teleconsulta,3266000,50
2026-03-27,Adultos,5629000,91
2026-03-28,Adultos,2381000,45
2026-03-28,Infantil,3114000,65
2026-03-28,Teleconsulta,2249000,37
2026-03-30,Adultos,6206000,98
2026-03-30,Infantil,3396000,51
2026-03-30,Teleconsulta,3761000,56
2026-03-31,Teleconsulta,4293000,67
2026-03-31,Adultos,7513000,115
2026-03-31,Infantil,6728000,109
2026-04-01,Teleconsulta,3411000,54
2026-04-01,Infantil,6776000,111
2026-04-01,Adultos,5719000,93
2026-04-02,Adultos,6106000,97
2026-04-02,Infantil,6701000,99
2026-04-02,Teleconsulta,4393000,67
2026-04-06,Adultos,6853000,101
2026-04-06,Infantil,3340000,46
2026-04-06,Teleconsulta,3739000,51
2026-04-07,Infantil,6129000,101
2026-04-07,Teleconsulta,5669000,81
2026-04-07,Adultos,7591000,118
2026-04-08,Adultos,6003000,94
2026-04-08,Infantil,6238000,101
2026-04-08,Teleconsulta,4776000,73
2026-04-09,Adultos,5026000,90
2026-04-09,Infantil,7132000,110
2026-04-09,Teleconsulta,3509000,57
2026-04-10,Adultos,5845000,93
2026-04-10,Infantil,4790000,93
2026-04-10,Teleconsulta,2499000,39
2026-04-11,Teleconsulta,1303000,24
2026-04-11,Adultos,2725000,44
2026-04-11,Infantil,3488000,67
2026-04-13,Adultos,6649000,102
2026-04-13,Infantil,4011000,58
2026-04-13,Teleconsulta,4992000,72
2026-04-14,Adultos,6127000,99
2026-04-14,Infantil,6112000,108
2026-04-14,Teleconsulta,4365000,65
2026-04-15,Teleconsulta,4287000,70
2026-04-15,Infantil,5565000,91
2026-04-15,Adultos,6901000,103
2026-04-16,Adultos,6974000,114
2026-04-16,Infantil,7378000,117
2026-04-16,Teleconsulta,3554000,55
2026-04-17,Adultos,4480000,66
2026-04-17,Infantil,4769000,92
2026-04-17,Teleconsulta,2081000,36
2026-04-18,Teleconsulta,2016000,31
2026-04-18,Adultos,1440000,32
2026-04-18,Infantil,3135000,61
2026-04-20,Adultos,7472000,113
2026-04-20,Infantil,3650000,54
2026-04-20,Teleconsulta,3374000,50
2026-04-21,Adultos,6536000,102
2026-04-21,Infantil,6567000,109
2026-04-21,Teleconsulta,4473000,65
2026-04-22,Adultos,6134000,99
2026-04-22,Infantil,6358000,102
2026-04-22,Teleconsulta,4903000,71
2026-04-23,Adultos,6468000,106
2026-04-23,Infantil,6867000,106
2026-04-23,Teleconsulta,4657000,71
2026-04-24,Infantil,4691000,92
2026-04-24,Adultos,5325000,80
2026-04-24,Teleconsulta,2783000,41
2026-04-25,Infantil,2981000,57
2026-04-25,Adultos,1869000,38
2026-04-25,Teleconsulta,1328000,21
2026-04-27,Infantil,4399000,68
2026-04-27,Adultos,5924000,89
2026-04-27,Teleconsulta,4274000,60
2026-04-28,Infantil,7252000,118
2026-04-28,Adultos,6281000,97
2026-04-28,Teleconsulta,5124000,70
2026-04-29,Infantil,6726000,114
2026-04-29,Adultos,7965000,120
2026-04-29,Teleconsulta,3657000,60
2026-04-30,Infantil,7668000,117
2026-04-30,Adultos,6774000,109
2026-04-30,Teleconsulta,4838000,74
